Team,1,2,3,4,5,6,7,8,9,R,H,E,R-9,W-L,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,Game_ID,10,11,12,13,14,15,16,17,18,19
MIA,1,0,0,0,0,0,0,0,1,2,7,0,2,L,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,-3,-3,-2,360410120,,,,,,,,,,
WSH,1,0,0,0,0,0,3,0,-,4,11,0,4,W,1,1,1,1,1,1,4,4,4,0,0,0,0,0,0,3,3,2,360410120,,,,,,,,,,
TB,0,0,0,1,2,0,0,0,0,3,8,0,3,L,0,0,0,1,3,3,3,3,3,0,-4,-4,-3,-1,-1,-1,-2,-2,400836044,,,,,,,,,,
BAL,0,4,0,0,0,0,0,1,-,5,11,1,5,W,0,4,4,4,4,4,4,5,5,0,4,4,3,1,1,1,2,2,400836044,,,,,,,,,,
HOU,1,0,0,0,1,0,0,0,0,2,3,1,2,L,1,1,1,1,2,2,2,2,2,-1,-1,-1,-2,-1,-1,-1,-1,-1,360410108,,,,,,,,,,
MIL,2,0,0,1,0,0,0,0,-,3,6,1,3,W,2,2,2,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,360410108,,,,,,,,,,
MIN,0,0,0,0,0,2,1,0,0,3,11,1,3,E,0,0,0,0,0,2,3,3,3,0,0,0,0,0,1,2,2,0,360410107,0,,,,,,,,,
KC,0,0,0,0,0,1,0,0,2,4,7,2,3,E,0,0,0,0,0,1,1,1,3,0,0,0,0,0,-1,-2,-2,0,360410107,1,,,,,,,,,
TEX,0,0,0,0,1,0,0,0,0,1,7,1,1,L,0,0,0,0,1,1,1,1,1,0,0,-2,-2,-1,-1,-2,-2,-2,360410103,,,,,,,,,,
LAA,0,0,2,0,0,0,1,0,-,3,7,0,3,W,0,0,2,2,2,2,3,3,3,0,0,2,2,1,1,2,2,2,360410103,,,,,,,,,,
LAD,5,0,0,1,0,0,0,0,0,6,10,0,6,L,5,5,5,6,6,6,6,6,6,3,3,0,0,0,-3,-3,-3,-3,360410126,,,,,,,,,,
SF,2,0,3,1,0,3,0,0,-,9,12,0,9,W,2,2,5,6,6,9,9,9,9,-3,-3,0,0,0,3,3,3,3,360410126,,,,,,,,,,
OAK,0,0,0,0,0,0,0,1,0,2,5,1,1,E,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,360410112,1,,,,,,,,,
SEA,0,0,0,0,0,1,0,0,0,1,6,0,1,E,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,360410112,0,,,,,,,,,
SD,0,1,1,0,0,0,0,1,0,3,8,0,3,L,0,1,2,2,2,2,2,3,3,-2,-1,0,0,-1,-1,-2,-3,-3,360410127,,,,,,,,,,
COL,2,0,0,0,1,0,1,2,-,6,9,1,6,W,2,2,2,2,3,3,4,6,6,2,1,0,0,1,1,2,3,3,360410127,,,,,,,,,,
CHC,0,2,0,1,0,1,2,1,0,7,12,0,7,W,0,2,2,3,3,4,6,7,7,0,2,2,1,0,1,3,4,4,360410129,,,,,,,,,,
ARI,0,0,0,2,1,0,0,0,0,3,8,0,3,L,0,0,0,2,3,3,3,3,3,0,-2,-2,-1,0,-1,-3,-4,-4,360410129,,,,,,,,,,
PIT,1,2,1,1,2,0,0,0,0,7,17,1,7,W,1,3,4,5,7,7,7,7,7,1,2,3,4,5,3,3,3,3,360411106,,,,,,,,,,
DET,0,1,0,0,1,2,0,0,0,4,6,0,4,L,0,1,1,1,2,4,4,4,4,-1,-2,-3,-4,-5,-3,-3,-3,-3,360411106,,,,,,,,,,
BAL,0,0,5,0,0,1,0,0,3,9,9,2,9,W,0,0,5,5,5,6,6,6,9,-3,-3,2,0,0,0,0,0,2,360411102,,,,,,,,,,
BOS,3,0,0,2,0,1,0,0,1,7,11,0,7,L,3,3,3,5,5,6,6,6,7,3,3,-2,0,0,0,0,0,-2,360411102,,,,,,,,,,
SD,0,0,2,1,0,0,1,0,0,4,6,0,4,W,0,0,2,3,3,3,4,4,4,0,0,2,2,1,0,1,1,1,360411122,,,,,,,,,,
PHI,0,0,0,1,1,1,0,0,0,3,8,0,3,L,0,0,0,1,2,3,3,3,3,0,0,-2,-2,-1,0,-1,-1,-1,360411122,,,,,,,,,,
CHW,0,1,0,2,0,0,0,0,1,4,9,0,4,W,0,1,1,3,3,3,3,3,4,0,1,1,2,2,2,2,2,3,360411109,,,,,,,,,,
MIN,0,0,0,1,0,0,0,0,0,1,6,1,1,L,0,0,0,1,1,1,1,1,1,0,-1,-1,-2,-2,-2,-2,-2,-3,360411109,,,,,,,,,,
MIL,0,0,0,0,0,0,1,0,0,1,6,1,1,L,0,0,0,0,0,0,1,1,1,-3,-5,-9,-9,-9,-9,-9,-9,-9,360411124,,,,,,,,,,
STL,3,2,4,0,0,0,1,0,-,10,19,0,10,W,3,5,9,9,9,9,10,10,10,3,5,9,9,9,9,9,9,9,360411124,,,,,,,,,,
MIA,0,7,1,0,0,2,0,0,0,10,15,1,10,W,0,7,8,8,8,10,10,10,10,0,7,8,5,5,7,7,7,7,360411121,,,,,,,,,,
NYM,0,0,0,3,0,0,0,0,0,3,7,0,3,L,0,0,0,3,3,3,3,3,3,0,-7,-8,-5,-5,-7,-7,-7,-7,360411121,,,,,,,,,,
ATL,2,2,0,0,0,0,0,0,0,4,8,1,4,L,2,4,4,4,4,4,4,4,4,-1,1,0,0,-1,-1,-2,-2,-2,360411120,,,,,,,,,,
WSH,3,0,1,0,1,0,1,0,-,6,11,0,6,W,3,3,4,4,5,5,6,6,6,1,-1,0,0,1,1,2,2,2,360411120,,,,,,,,,,
CIN,1,0,1,1,0,0,0,0,0,3,7,1,3,L,1,1,2,3,3,3,3,3,3,1,1,2,3,3,3,1,-2,-2,360411116,,,,,,,,,,
CHC,0,0,0,0,0,0,2,3,-,5,3,0,5,W,0,0,0,0,0,0,2,5,5,-1,-1,-2,-3,-3,-3,-1,2,2,360411116,,,,,,,,,,
KC,0,0,0,0,0,0,0,2,0,2,11,0,2,L,0,0,0,0,0,0,0,2,2,-3,-3,-3,-6,-6,-7,-7,-6,-6,360411118,,,,,,,,,,
HOU,3,0,0,3,0,1,0,1,-,8,14,0,8,W,3,3,3,6,6,7,7,8,8,3,3,3,6,6,7,7,6,6,360411118,,,,,,,,,,
LAA,0,0,0,0,0,3,0,1,0,4,9,0,4,W,0,0,0,0,0,3,3,4,4,0,0,0,0,0,3,3,4,3,360411111,,,,,,,,,,
OAK,0,0,0,0,0,0,0,0,1,1,10,0,1,L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,-3,-4,-3,360411111,,,,,,,,,,
TEX,0,1,1,1,0,0,1,3,0,7,14,0,7,W,0,1,2,3,3,3,4,7,7,-1,0,1,2,2,2,3,4,4,360411112,,,,,,,,,,
SEA,1,0,0,0,0,0,0,2,0,3,7,0,3,L,1,1,1,1,1,1,1,3,3,1,0,-1,-2,-2,-2,-3,-4,-4,360411112,,,,,,,,,,
PIT,0,0,0,0,0,2,0,0,0,2,5,1,2,L,0,0,0,0,0,2,2,2,2,-2,-4,-4,-4,-4,-5,-6,-6,-6,360412106,,,,,,,,,,
DET,2,2,0,0,0,3,1,0,-,8,14,1,8,W,2,4,4,4,4,7,8,8,8,2,4,4,4,4,5,6,6,6,360412106,,,,,,,,,,
ARI,0,0,0,0,0,0,1,1,2,4,9,0,4,W,0,0,0,0,0,0,1,2,4,0,-1,-1,-1,-1,-1,0,1,2,360412119,,,,,,,,,,
LAD,0,1,0,0,0,0,0,0,1,2,9,1,2,L,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,0,-1,-2,360412119,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,1,1,6,0,1,L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-1,360412120,,,,,,,,,,
WSH,0,0,0,0,0,0,0,2,-,2,8,1,2,W,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,360412120,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,4,2,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-3,360412122,,,,,,,,,,
PHI,0,0,0,0,0,1,0,2,-,3,4,1,3,W,0,0,0,0,0,1,1,3,3,0,0,0,0,0,1,1,3,3,360412122,,,,,,,,,,
NYY,0,1,0,0,0,1,1,0,0,3,7,1,3,W,0,1,1,1,1,2,3,3,3,0,1,-1,-1,-1,0,1,1,1,360412114,,,,,,,,,,
TOR,0,0,2,0,0,0,0,0,0,2,3,1,2,L,0,0,2,2,2,2,2,2,2,0,-1,1,1,1,0,-1,-1,-1,360412114,,,,,,,,,,
BAL,0,0,0,2,0,3,4,0,0,9,11,0,9,W,0,0,0,2,2,5,9,9,9,-2,-2,-2,0,-2,1,5,4,4,360412102,,,,,,,,,,
BOS,2,0,0,0,2,0,0,1,0,5,10,0,5,L,2,2,2,2,4,4,4,5,5,2,2,2,0,2,-1,-5,-4,-4,360412102,,,,,,,,,,
MIA,0,0,0,1,0,0,0,1,0,2,9,0,2,W,0,0,0,1,1,1,1,2,2,-1,-1,-1,0,0,0,0,1,1,360412121,,,,,,,,,,
NYM,1,0,0,0,0,0,0,0,0,1,6,0,1,L,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,360412121,,,,,,,,,,
CLE,0,0,0,1,0,0,0,0,0,1,5,0,1,L,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,-4,-4,360412130,,,,,,,,,,
TB,0,0,0,0,0,0,1,4,-,5,5,0,5,W,0,0,0,0,0,0,1,5,5,0,0,0,-1,-1,-1,0,4,4,360412130,,,,,,,,,,
KC,3,0,0,0,0,0,0,0,0,3,7,0,3,W,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,360412118,,,,,,,,,,
HOU,2,0,0,0,0,0,0,0,0,2,7,0,2,L,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,360412118,,,,,,,,,,
SF,0,0,1,0,2,2,0,2,0,7,13,1,7,W,0,0,1,1,3,5,5,7,7,0,-1,0,0,1,3,3,5,5,360412127,,,,,,,,,,
COL,0,1,0,0,1,0,0,0,0,2,7,0,2,L,0,1,1,1,2,2,2,2,2,0,1,0,0,-1,-3,-3,-5,-5,360412127,,,,,,,,,,
LAA,0,1,0,0,0,0,0,2,2,5,10,1,5,W,0,1,1,1,1,1,1,3,5,-1,0,-2,-2,-2,-2,-3,-1,1,360412111,,,,,,,,,,
OAK,1,0,2,0,0,0,1,0,0,4,7,0,4,L,1,1,3,3,3,3,4,4,4,1,0,2,2,2,2,3,1,-1,360412111,,,,,,,,,,
TEX,0,0,5,0,0,1,2,0,0,8,12,1,8,W,0,0,5,5,5,6,8,8,8,0,0,5,5,5,6,8,8,8,360412112,,,,,,,,,,
SEA,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-6,-8,-8,-8,360412112,,,,,,,,,,
MIA,0,0,0,0,0,0,0,1,0,1,7,0,1,L,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,-1,-1,360413121,,,,,,,,,,
NYM,0,0,0,0,0,0,2,0,-,2,7,0,2,W,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,1,1,360413121,,,,,,,,,,
LAA,0,0,1,0,1,0,0,1,2,5,11,1,5,W,0,0,1,1,2,2,2,3,5,0,0,1,1,2,2,2,2,4,360413111,,,,,,,,,,
OAK,0,0,0,0,0,0,0,1,0,1,3,0,1,L,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-2,-2,-2,-2,-4,360413111,,,,,,,,,,
TEX,0,0,1,0,0,0,0,1,0,2,6,3,2,E,0,0,1,1,1,1,1,2,2,0,0,0,0,-1,-1,-1,0,0,360413112,0,,,,,,,,,
SEA,0,0,1,0,1,0,0,0,0,4,8,1,2,E,0,0,1,1,2,2,2,2,2,0,0,0,0,1,1,1,0,0,360413112,2,,,,,,,,,
BAL,0,0,2,0,0,0,0,0,0,2,9,0,2,L,0,0,2,2,2,2,2,2,2,0,0,0,-2,-2,-2,-2,-2,-2,360413102,,,,,,,,,,
BOS,0,0,2,2,0,0,0,0,-,4,8,0,4,W,0,0,2,4,4,4,4,4,4,0,0,0,2,2,2,2,2,2,360413102,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,0,0,5,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,360413120,,,,,,,,,,
WSH,0,0,0,3,0,0,0,0,-,3,4,0,3,W,0,0,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,360413120,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,1,1,6,3,1,L,0,0,0,0,0,0,0,0,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,360413122,,,,,,,,,,
PHI,1,0,1,0,0,0,0,0,-,2,5,1,2,W,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,360413122,,,,,,,,,,
DET,0,0,0,1,0,4,0,0,2,7,10,0,7,W,0,0,0,1,1,5,5,5,7,-2,-2,-2,-1,-1,3,3,2,4,360413123,,,,,,,,,,
PIT,2,0,0,0,0,0,0,1,0,3,4,0,3,L,2,2,2,2,2,2,2,3,3,2,2,2,1,1,-3,-3,-2,-4,360413123,,,,,,,,,,
NYY,0,0,0,0,1,0,0,1,0,2,8,1,2,L,0,0,0,0,1,1,1,2,2,0,-1,-1,-1,-2,-2,-2,-5,-5,360413114,,,,,,,,,,
TOR,0,1,0,0,2,0,0,4,-,7,10,0,7,W,0,1,1,1,3,3,3,7,7,0,1,1,1,2,2,2,5,5,360413114,,,,,,,,,,
CLE,0,0,0,3,0,0,0,1,0,4,5,0,4,W,0,0,0,3,3,3,3,4,4,0,0,0,3,3,3,3,3,3,360413130,,,,,,,,,,
TB,0,0,0,0,0,0,0,1,0,1,5,2,1,L,0,0,0,0,0,0,0,1,1,0,0,0,-3,-3,-3,-3,-3,-3,360413130,,,,,,,,,,
CIN,1,0,0,0,0,0,1,0,0,2,7,0,2,L,1,1,1,1,1,1,2,2,2,-4,-4,-6,-8,-8,-8,-7,-7,-7,360413116,,,,,,,,,,
CHC,5,0,2,2,0,0,0,0,-,9,8,0,9,W,5,5,7,9,9,9,9,9,9,4,4,6,8,8,8,7,7,7,360413116,,,,,,,,,,
CHW,0,0,0,0,0,1,2,0,0,3,9,0,3,W,0,0,0,0,0,1,3,3,3,0,0,0,0,0,1,3,3,3,360413109,,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-3,-3,360413109,,,,,,,,,,
KC,0,0,0,0,0,2,0,2,0,4,8,1,4,W,0,0,0,0,0,2,2,4,4,0,0,0,0,0,1,0,2,2,360413118,,,,,,,,,,
HOU,0,0,0,0,0,1,1,0,0,2,6,1,2,L,0,0,0,0,0,1,2,2,2,0,0,0,0,0,-1,0,-2,-2,360413118,,,,,,,,,,
MIL,1,0,0,1,2,0,0,0,2,6,9,1,6,W,1,1,1,2,4,4,4,4,6,-2,-2,-2,-1,1,1,1,0,2,360413124,,,,,,,,,,
STL,3,0,0,0,0,0,0,1,0,4,6,2,4,L,3,3,3,3,3,3,3,4,4,2,2,2,1,-1,-1,-1,0,-2,360413124,,,,,,,,,,
SF,0,0,2,0,3,0,0,1,0,6,7,1,6,L,0,0,2,2,5,5,5,6,6,-2,-2,-3,-4,-1,-2,-2,-4,-4,360413127,,,,,,,,,,
COL,2,0,3,1,0,1,0,3,-,10,18,0,10,W,2,2,5,6,6,7,7,10,10,2,2,3,4,1,2,2,4,4,360413127,,,,,,,,,,
ARI,0,0,1,0,0,0,0,0,0,1,5,3,1,L,0,0,1,1,1,1,1,1,1,0,0,1,0,-2,-2,-2,-2,-2,360413119,,,,,,,,,,
LAD,0,0,0,1,2,0,0,0,-,3,7,0,3,W,0,0,0,1,3,3,3,3,3,0,0,-1,0,2,2,2,2,2,360413119,,,,,,,,,,
DET,0,0,0,2,0,0,2,3,0,7,9,2,7,W,0,0,0,2,2,2,4,7,7,0,0,0,2,2,2,1,3,3,360414123,,,,,,,,,,
PIT,0,0,0,0,0,0,3,1,0,4,14,1,4,L,0,0,0,0,0,0,3,4,4,0,0,0,-2,-2,-2,-1,-3,-3,360414123,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,3,1,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-3,-3,360414122,,,,,,,,,,
PHI,0,1,0,0,0,1,1,0,-,3,3,0,3,W,0,1,1,1,1,2,3,3,3,0,1,1,1,1,2,3,3,3,360414122,,,,,,,,,,
CHW,1,0,0,1,0,0,1,0,0,3,9,1,3,W,1,1,1,2,2,2,3,3,3,1,1,1,1,1,1,2,2,2,360414109,,,,,,,,,,
MIN,0,0,0,1,0,0,0,0,0,1,4,1,1,L,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-2,-2,-2,360414109,,,,,,,,,,
CLE,0,0,0,0,1,3,1,0,1,6,13,0,6,W,0,0,0,0,1,4,5,5,6,0,0,0,0,1,4,5,5,6,360414130,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,5,2,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-5,-5,-6,360414130,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,0,0,1,0,0,L,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,-5,-5,-7,-7,-7,360414124,,,,,,,,,,
STL,0,3,2,0,0,0,2,0,-,7,11,0,7,W,0,3,5,5,5,5,7,7,7,0,3,5,5,5,5,7,7,7,360414124,,,,,,,,,,
SF,0,0,0,1,0,0,3,2,0,6,9,1,6,L,0,0,0,1,1,1,4,6,6,0,0,0,1,-8,-8,-5,-5,-5,360414127,,,,,,,,,,
COL,0,0,0,0,9,0,0,2,-,11,13,3,11,W,0,0,0,0,9,9,9,11,11,0,0,0,-1,8,8,5,5,5,360414127,,,,,,,,,,
ATL,0,0,1,0,0,0,0,1,0,2,5,0,2,L,0,0,1,1,1,1,1,2,2,0,0,-3,-4,-4,-5,-5,-4,-4,360414120,,,,,,,,,,
WSH,0,0,4,1,0,1,0,0,-,6,6,0,6,W,0,0,4,5,5,6,6,6,6,0,0,3,4,4,5,5,4,4,360414120,,,,,,,,,,
NYY,0,0,0,2,0,0,0,0,0,2,3,0,2,L,0,0,0,2,2,2,2,2,2,0,0,0,2,-1,-2,-2,-2,-2,360414114,,,,,,,,,,
TOR,0,0,0,0,3,1,0,0,-,4,8,0,4,W,0,0,0,0,3,4,4,4,4,0,0,0,-2,1,2,2,2,2,360414114,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,1,1,6,2,1,L,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-3,-3,-3,-8,-7,360414116,,,,,,,,,,
CHC,0,1,0,0,2,0,0,5,-,8,11,0,8,W,0,1,1,1,3,3,3,8,8,0,1,1,1,3,3,3,8,7,360414116,,,,,,,,,,
BAL,0,0,1,1,0,1,0,0,0,3,9,0,3,L,0,0,1,2,2,3,3,3,3,0,0,0,1,1,-3,-3,-3,-3,360414113,,,,,,,,,,
TEX,0,0,1,0,0,5,0,0,-,6,10,0,6,W,0,0,1,1,1,6,6,6,6,0,0,0,-1,-1,3,3,3,3,360414113,,,,,,,,,,
KC,1,0,0,0,0,5,0,0,0,6,13,0,6,W,1,1,1,1,1,6,6,6,6,1,1,1,1,1,6,5,5,4,360414118,,,,,,,,,,
HOU,0,0,0,0,0,0,1,0,1,2,5,0,2,L,0,0,0,0,0,0,1,1,2,-1,-1,-1,-1,-1,-6,-5,-5,-4,360414118,,,,,,,,,,
ARI,0,0,0,0,1,1,0,0,0,2,6,1,2,L,0,0,0,0,1,2,2,2,2,0,0,0,0,1,2,-3,-3,-3,360414119,,,,,,,,,,
LAD,0,0,0,0,0,0,5,0,-,5,8,0,5,W,0,0,0,0,0,0,5,5,5,0,0,0,0,-1,-2,3,3,3,360414119,,,,,,,,,,
COL,0,1,0,0,0,2,1,2,0,6,11,1,6,W,0,1,1,1,1,3,4,6,6,0,1,1,1,1,3,3,5,5,360415116,,,,,,,,,,
CHC,0,0,0,0,0,0,1,0,0,1,4,4,1,L,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-3,-3,-5,-5,360415116,,,,,,,,,,
SEA,0,0,0,1,2,1,1,1,1,7,12,0,7,W,0,0,0,1,3,4,5,6,7,-1,-1,-1,0,2,3,4,5,6,360415110,,,,,,,,,,
NYY,1,0,0,0,0,0,0,0,0,1,6,1,1,L,1,1,1,1,1,1,1,1,1,1,1,1,0,-2,-3,-4,-5,-6,360415110,,,,,,,,,,
WSH,5,0,1,0,1,2,0,0,0,9,16,1,9,W,5,5,6,6,7,9,9,9,9,5,5,6,6,7,9,9,9,8,360415122,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,1,1,4,1,1,L,0,0,0,0,0,0,0,0,1,-5,-5,-6,-6,-7,-9,-9,-9,-8,360415122,,,,,,,,,,
MIL,0,1,1,1,0,2,0,2,1,8,11,2,8,W,0,1,2,3,3,5,5,7,8,0,1,2,3,3,5,1,3,4,360415123,,,,,,,,,,
PIT,0,0,0,0,0,0,4,0,0,4,8,1,4,L,0,0,0,0,0,0,4,4,4,0,-1,-2,-3,-3,-5,-1,-3,-4,360415123,,,,,,,,,,
TOR,0,1,0,0,0,0,2,0,0,3,3,1,3,L,0,1,1,1,1,1,3,3,3,-3,-3,-3,-3,-3,-4,-2,-2,-2,360415102,,,,,,,,,,
BOS,3,1,0,0,0,1,0,0,-,5,9,0,5,W,3,4,4,4,4,5,5,5,5,3,3,3,3,3,4,2,2,2,360415102,,,,,,,,,,
NYM,1,0,0,0,5,0,0,0,0,6,14,2,6,W,1,1,1,1,6,6,6,6,6,0,0,0,0,4,4,4,4,1,360415105,,,,,,,,,,
CLE,1,0,0,0,1,0,0,0,3,5,14,1,5,L,1,1,1,1,2,2,2,2,5,0,0,0,0,-4,-4,-4,-4,-1,360415105,,,,,,,,,,
ATL,0,0,0,0,0,0,2,4,0,6,8,2,6,W,0,0,0,0,0,0,2,6,6,-1,-1,-2,-2,-3,-3,-1,3,3,360415128,,,,,,,,,,
MIA,1,0,1,0,1,0,0,0,0,3,12,0,3,L,1,1,2,2,3,3,3,3,3,1,1,2,2,3,3,1,-3,-3,360415128,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,1,1,6,1,1,W,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,360415130,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,2,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,360415130,,,,,,,,,,
BAL,1,0,0,0,0,0,9,1,0,11,13,1,11,W,1,1,1,1,1,1,10,11,11,1,-4,-4,-4,-4,-4,5,6,6,360415113,,,,,,,,,,
TEX,0,5,0,0,0,0,0,0,0,5,6,1,5,L,0,5,5,5,5,5,5,5,5,-1,4,4,4,4,4,-5,-6,-6,360415113,,,,,,,,,,
LAA,0,0,0,0,0,1,3,0,0,4,9,0,4,L,0,0,0,0,0,1,4,4,4,0,0,0,0,0,-1,0,-1,-1,360415109,,,,,,,,,,
MIN,0,0,0,0,0,2,2,1,-,5,8,1,5,W,0,0,0,0,0,2,4,5,5,0,0,0,0,0,1,0,1,1,360415109,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,5,1,0,L,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,360415118,,,,,,,,,,
HOU,1,0,0,0,0,0,0,0,-,1,5,0,1,W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,360415118,,,,,,,,,,
CIN,0,0,3,0,0,0,0,0,0,3,7,3,3,L,0,0,3,3,3,3,3,3,3,-4,-4,-4,-4,-4,-5,-9,-11,-11,360415124,,,,,,,,,,
STL,4,0,3,0,0,1,4,2,-,14,13,0,14,W,4,4,7,7,7,8,12,14,14,4,4,4,4,4,5,9,11,11,360415124,,,,,,,,,,
KC,2,0,1,0,0,0,0,0,1,4,12,1,4,W,2,2,3,3,3,3,3,3,4,2,1,2,1,1,1,1,1,2,360415111,,,,,,,,,,
OAK,0,1,0,1,0,0,0,0,0,2,5,1,2,L,0,1,1,2,2,2,2,2,2,-2,-1,-2,-1,-1,-1,-1,-1,-2,360415111,,,,,,,,,,
SF,0,0,1,0,0,2,0,0,0,3,5,3,3,L,0,0,1,1,1,3,3,3,3,-1,-1,-1,-5,-5,-4,-4,-4,-4,360415119,,,,,,,,,,
LAD,1,0,1,4,0,1,0,0,-,7,9,1,7,W,1,1,2,6,6,7,7,7,7,1,1,1,5,5,4,4,4,4,360415119,,,,,,,,,,
ARI,0,1,0,0,0,0,1,0,1,3,8,1,3,W,0,1,1,1,1,1,2,2,3,0,0,0,-1,-1,-1,0,0,1,360415125,,,,,,,,,,
SD,0,1,0,1,0,0,0,0,0,2,8,1,2,L,0,1,1,2,2,2,2,2,2,0,0,0,1,1,1,0,0,-1,360415125,,,,,,,,,,
SEA,0,0,0,0,3,0,0,0,0,3,10,1,3,W,0,0,0,0,3,3,3,3,3,0,0,-1,-1,2,2,1,1,1,360416110,,,,,,,,,,
NYY,0,0,1,0,0,0,1,0,0,2,10,1,2,L,0,0,1,1,1,1,2,2,2,0,0,1,1,-2,-2,-1,-1,-1,360416110,,,,,,,,,,
LAA,0,4,0,0,0,0,0,0,0,4,9,0,4,L,0,4,4,4,4,4,4,4,4,-2,2,1,1,0,0,0,-2,-2,360416109,,,,,,,,,,
MIN,2,0,1,0,1,0,0,2,-,6,10,0,6,W,2,2,3,3,4,4,4,6,6,2,-2,-1,-1,0,0,0,2,2,360416109,,,,,,,,,,
CIN,0,0,0,2,2,4,0,0,1,9,15,2,9,W,0,0,0,2,4,8,8,8,9,0,-4,-4,-2,0,3,2,2,1,360416124,,,,,,,,,,
STL,0,4,0,0,0,1,1,0,2,8,10,0,8,L,0,4,4,4,4,5,6,6,8,0,4,4,2,0,-3,-2,-2,-1,360416124,,,,,,,,,,
COL,0,0,0,0,0,0,0,0,2,2,7,1,2,L,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-5,-6,-4,360416116,,,,,,,,,,
CHC,0,0,0,2,0,0,3,1,-,6,8,0,6,W,0,0,0,2,2,2,5,6,6,0,0,0,2,2,2,5,6,4,360416116,,,,,,,,,,
TOR,1,0,0,1,0,0,0,0,0,2,7,0,2,L,1,1,1,2,2,2,2,2,2,1,1,-3,-2,-2,-2,-2,-2,-2,360416102,,,,,,,,,,
BOS,0,0,4,0,0,0,0,0,-,4,9,0,4,W,0,0,4,4,4,4,4,4,4,-1,-1,3,2,2,2,2,2,2,360416102,,,,,,,,,,
KC,1,0,0,1,0,0,0,0,1,3,9,1,3,L,1,1,1,2,2,2,2,2,3,-2,-3,-3,-2,-2,-2,-3,-3,-2,360416111,,,,,,,,,,
OAK,3,1,0,0,0,0,1,0,-,5,10,2,5,W,3,4,4,4,4,4,5,5,5,2,3,3,2,2,2,3,3,2,360416111,,,,,,,,,,
NYM,1,0,0,0,0,0,0,4,0,5,8,0,5,L,1,1,1,1,1,1,1,5,5,1,1,1,1,-1,-4,-6,-2,-2,360416105,,,,,,,,,,
CLE,0,0,0,0,2,3,2,0,-,7,11,0,7,W,0,0,0,0,2,5,7,7,7,-1,-1,-1,-1,1,4,6,2,2,360416105,,,,,,,,,,
